Transaction_ID,Account_ID,Date,Transaction_Type,Amount,Transaction_Fee
100876,5569,2/6/2022 12:00,Deposit,38738.64,368.85
100877,5589,2/6/2022 13:00,Payment,8961.77,71.81
100878,6098,2/6/2022 14:00,Deposit,2673.28,44.41
100879,6065,2/6/2022 15:00,Transfer,32858.09,515.5
100880,5421,2/6/2022 16:00,Withdrawal,38809.84,563.68
100881,5835,2/6/2022 17:00,Payment,40784.54,440.81
100882,6204,2/6/2022 18:00,Transfer,24928.7,464.56
100883,5544,2/6/2022 19:00,Payment,10665.73,208.44
100884,5070,2/6/2022 20:00,Deposit,36992.77,281.31
100885,6128,2/6/2022 21:00,Deposit,35135.8,293.21
100886,6223,2/6/2022 22:00,Transfer,12690.4,163.51
100887,6124,2/6/2022 23:00,Transfer,45218.68,287.99
100888,5767,2/7/2022 0:00,Withdrawal,5666.39,65.43
100889,5306,2/7/2022 1:00,Transfer,49143.07,674.58
100890,5376,2/7/2022 2:00,Transfer,43082.27,552.79
100891,5654,2/7/2022 3:00,Payment,34550.98,344.25
100892,5677,2/7/2022 4:00,Deposit,46968.12,617.01
100893,5398,2/7/2022 5:00,Transfer,36254.4,702.68
100894,5220,2/7/2022 6:00,Withdrawal,9927.62,80.32
100895,5181,2/7/2022 7:00,Transfer,22386.73,331.83
100896,5306,2/7/2022 8:00,Deposit,4039.4,22.83
100897,5521,2/7/2022 9:00,Transfer,19788.04,118.65
100898,6419,2/7/2022 10:00,Payment,37209.35,494.04
100899,6013,2/7/2022 11:00,Deposit,19628.95,129.04
100900,5003,2/7/2022 12:00,Transfer,16849.56,89.9
100901,5862,2/7/2022 13:00,Payment,29970.11,226.95
100902,5847,2/7/2022 14:00,Deposit,43674.12,588.41
100903,5803,2/7/2022 15:00,Transfer,2855.37,44.4
100904,6304,2/7/2022 16:00,Payment,19580.79,157.37
100905,5214,2/7/2022 17:00,Withdrawal,8332.92,125.19
100906,5971,2/7/2022 18:00,Payment,34920.04,270.18
100907,6443,2/7/2022 19:00,Withdrawal,5733.37,81.42
100908,5100,2/7/2022 20:00,Transfer,33407.98,373.48
100909,5962,2/7/2022 21:00,Payment,14665.95,217.16
100910,5572,2/7/2022 22:00,Withdrawal,10346.38,206.16
100911,6332,2/7/2022 23:00,Deposit,46849.45,893.29
100912,5657,2/8/2022 0:00,Payment,1416.97,7.18
100913,5938,2/8/2022 1:00,Transfer,22169.97,405.3
100914,6086,2/8/2022 2:00,Deposit,1570.54,9.42
100915,5225,2/8/2022 3:00,Withdrawal,24437.86,471.55
100916,5104,2/8/2022 4:00,Payment,25301.85,233.47
100917,5771,2/8/2022 5:00,Payment,16422.29,176.22
100918,6448,2/8/2022 6:00,Transfer,7042.01,44.89
100919,6278,2/8/2022 7:00,Deposit,19131.18,127.87
100920,5428,2/8/2022 8:00,Payment,33777.02,537.09
100921,5433,2/8/2022 9:00,Payment,39228.59,751.82
100922,6230,2/8/2022 10:00,Deposit,26772.15,379.13
100923,6051,2/8/2022 11:00,Payment,29696.8,467.36
100924,5681,2/8/2022 12:00,Deposit,10430.51,171.37
100925,6359,2/8/2022 13:00,Deposit,14722.85,131.65
100926,5587,2/8/2022 14:00,Deposit,8513.83,48.35
100927,6092,2/8/2022 15:00,Transfer,12840.12,64.56
100928,5865,2/8/2022 16:00,Deposit,11631.9,119.34
100929,5745,2/8/2022 17:00,Deposit,26212.71,226.01
100930,6190,2/8/2022 18:00,Withdrawal,28353.09,168.27
100931,5863,2/8/2022 19:00,Withdrawal,47274.9,363.68
100932,5367,2/8/2022 20:00,Transfer,10180.75,69.92
100933,5250,2/8/2022 21:00,Deposit,32262.95,604.06
100934,5858,2/8/2022 22:00,Withdrawal,40954.33,290.94
100935,5855,2/8/2022 23:00,Withdrawal,28231.95,368.84
100936,6193,2/9/2022 0:00,Payment,13122.68,182.36
100937,6113,2/9/2022 1:00,Deposit,13496.24,177.51
100938,5560,2/9/2022 2:00,Withdrawal,2443.03,15.85
100939,6469,2/9/2022 3:00,Transfer,15619.49,152.79
100940,5293,2/9/2022 4:00,Payment,37357.88,215.52
100941,5918,2/9/2022 5:00,Payment,2852.13,31.19
100942,6173,2/9/2022 6:00,Deposit,11355.12,88.9
100943,6155,2/9/2022 7:00,Deposit,35458.51,476.01
100944,5432,2/9/2022 8:00,Payment,39241.25,604.01
100945,5058,2/9/2022 9:00,Transfer,23038.26,299.08
100946,5968,2/9/2022 10:00,Deposit,35054.68,403.6
100947,5835,2/9/2022 11:00,Deposit,19703.63,213
100948,5198,2/9/2022 12:00,Payment,8415.71,148.33
100949,5214,2/9/2022 13:00,Payment,20208.4,167.54
100950,5897,2/9/2022 14:00,Deposit,29208.41,467.72
100951,5471,2/9/2022 15:00,Withdrawal,47428.64,776.04
100952,5246,2/9/2022 16:00,Deposit,3903.17,44.06
100953,5381,2/9/2022 17:00,Withdrawal,25616.01,242.31
100954,5990,2/9/2022 18:00,Payment,16781.53,202.35
100955,6262,2/9/2022 19:00,Withdrawal,25661.43,164.19
100956,5926,2/9/2022 20:00,Transfer,1686.78,9.6
100957,6390,2/9/2022 21:00,Payment,15994.76,106.75
100958,6191,2/9/2022 22:00,Deposit,41083.47,320.75
100959,5559,2/9/2022 23:00,Deposit,27920.12,350.75
100960,6074,2/10/2022 0:00,Payment,22803.83,404.47
100961,5688,2/10/2022 1:00,Payment,14633.49,124.89
100962,5379,2/10/2022 2:00,Transfer,15253.1,290.23
100963,5473,2/10/2022 3:00,Payment,19463.52,376.11
100964,6103,2/10/2022 4:00,Deposit,41860.75,811.41
100965,5696,2/10/2022 5:00,Transfer,48377.05,849.67
100966,6390,2/10/2022 6:00,Deposit,22213.44,232.29
100967,6484,2/10/2022 7:00,Withdrawal,19970.97,121.63
100968,5910,2/10/2022 8:00,Payment,42404.26,573.83
100969,6475,2/10/2022 9:00,Withdrawal,21631.81,289.44
100970,6487,2/10/2022 10:00,Deposit,27824.9,493.88
100971,5959,2/10/2022 11:00,Withdrawal,11931.61,237.91
100972,5477,2/10/2022 12:00,Withdrawal,37303.38,470.86
100973,6003,2/10/2022 13:00,Deposit,26833.42,273.11
100974,5925,2/10/2022 14:00,Deposit,40547.21,315.8
100975,6443,2/10/2022 15:00,Payment,39146.27,198.55
100976,5706,2/10/2022 16:00,Withdrawal,11142.74,140.81
100977,6237,2/10/2022 17:00,Transfer,35923.96,478.97
100978,6392,2/10/2022 18:00,Transfer,40102.69,696.75
100979,5853,2/10/2022 19:00,Deposit,17632.31,221.61
100980,6137,2/10/2022 20:00,Deposit,9044.15,169.55
100981,6016,2/10/2022 21:00,Withdrawal,630.29,9.09
100982,5753,2/10/2022 22:00,Deposit,22819.73,401.74
100983,5502,2/10/2022 23:00,Transfer,17945.42,129.65
100984,5816,2/11/2022 0:00,Payment,27968.04,498.67
100985,5587,2/11/2022 1:00,Payment,9808.03,148.37
100986,6334,2/11/2022 2:00,Withdrawal,43053.44,325.2
100987,6492,2/11/2022 3:00,Payment,13258.88,104.04
100988,5707,2/11/2022 4:00,Deposit,11708.27,221.26
100989,6067,2/11/2022 5:00,Deposit,24295.35,133.22
100990,6438,2/11/2022 6:00,Deposit,25193.13,300.76
100991,6269,2/11/2022 7:00,Deposit,11146.72,108.15
100992,6107,2/11/2022 8:00,Withdrawal,13957.11,209.02
100993,5206,2/11/2022 9:00,Payment,8900.41,156.6
100994,5150,2/11/2022 10:00,Transfer,36063.78,375.27
100995,5667,2/11/2022 11:00,Payment,38619.41,440.4
100996,5527,2/11/2022 12:00,Deposit,23385.26,461.36
100997,5164,2/11/2022 13:00,Transfer,35847.31,600.76
100998,5916,2/11/2022 14:00,Withdrawal,36928.8,681.63
100999,6168,2/11/2022 15:00,Deposit,7344.64,85.06
101000,6009,2/11/2022 16:00,Deposit,48325.81,411.31
101001,5036,2/11/2022 17:00,Transfer,41141.08,459.87
101002,5332,2/11/2022 18:00,Withdrawal,10621.93,167.2
101003,5402,2/11/2022 19:00,Transfer,9715.17,64.52
101004,5413,2/11/2022 20:00,Withdrawal,6720.23,60.87
101005,5044,2/11/2022 21:00,Deposit,7349.74,41.89
101006,6425,2/11/2022 22:00,Payment,37534.01,431.09
101007,5205,2/11/2022 23:00,Deposit,23747.89,413.49
101008,5061,2/12/2022 0:00,Payment,39255.24,210.8
101009,5419,2/12/2022 1:00,Payment,37439.62,566.46
101010,5867,2/12/2022 2:00,Withdrawal,30428.33,577.76
101011,6491,2/12/2022 3:00,Transfer,34475.15,294.9
101012,5819,2/12/2022 4:00,Withdrawal,1408.61,21.7
101013,5018,2/12/2022 5:00,Deposit,15932.99,312.71
101014,5364,2/12/2022 6:00,Transfer,32072.2,623.3
101015,6323,2/12/2022 7:00,Payment,962.58,8.2
101016,6030,2/12/2022 8:00,Payment,2132.36,13.87
101017,5427,2/12/2022 9:00,Deposit,42668.46,308.25
101018,6140,2/12/2022 10:00,Transfer,34359.23,533.62
101019,5579,2/12/2022 11:00,Deposit,13635.8,216.62
101020,5545,2/12/2022 12:00,Deposit,34554.16,522.24
101021,5324,2/12/2022 13:00,Withdrawal,39726.61,398.9
101022,5054,2/12/2022 14:00,Deposit,15686.32,118.38
101023,5777,2/12/2022 15:00,Transfer,2283.85,31.31
101024,5991,2/12/2022 16:00,Deposit,46672.57,571.98
101025,5041,2/12/2022 17:00,Transfer,17586.4,280.2
101026,6320,2/12/2022 18:00,Payment,5770.85,67.06
101027,5230,2/12/2022 19:00,Deposit,24846.92,250.45
101028,5452,2/12/2022 20:00,Transfer,38539.16,362.35
101029,5393,2/12/2022 21:00,Payment,11471.54,93.75
101030,6381,2/12/2022 22:00,Transfer,13839.76,124.37
101031,6467,2/12/2022 23:00,Payment,12514.39,80.37
101032,6151,2/13/2022 0:00,Withdrawal,49587.82,505.94
101033,5690,2/13/2022 1:00,Deposit,10271.48,56.99
101034,6428,2/13/2022 2:00,Deposit,28988.25,226
101035,5391,2/13/2022 3:00,Payment,46300.6,750.14
101036,6216,2/13/2022 4:00,Withdrawal,7771.38,76.8
101037,5603,2/13/2022 5:00,Transfer,48557.28,729.5
101038,5880,2/13/2022 6:00,Withdrawal,47400.12,746.71
101039,6101,2/13/2022 7:00,Transfer,44286.31,607.51
101040,5084,2/13/2022 8:00,Transfer,11120.55,215.52
101041,6053,2/13/2022 9:00,Deposit,31885.73,169.68
101042,5048,2/13/2022 10:00,Payment,38164.13,613.67
101043,6168,2/13/2022 11:00,Deposit,49308.38,955.69
101044,5068,2/13/2022 12:00,Deposit,9430.98,169.14
101045,6081,2/13/2022 13:00,Deposit,38418.28,288.84
101046,5696,2/13/2022 14:00,Transfer,17270.66,171.02
101047,5478,2/13/2022 15:00,Deposit,9193.51,69.75
101048,5819,2/13/2022 16:00,Transfer,21358.16,299.43
101049,6468,2/13/2022 17:00,Payment,39794.88,624.1
101050,6319,2/13/2022 18:00,Transfer,23510.07,229.37
101051,6194,2/13/2022 19:00,Transfer,27107.39,354.91
101052,5146,2/13/2022 20:00,Withdrawal,49760.39,764.51
101053,6329,2/13/2022 21:00,Deposit,20255.91,229.3
101054,6015,2/13/2022 22:00,Deposit,30962.34,551.45
101055,5608,2/13/2022 23:00,Deposit,18579.59,307.92
101056,5445,2/14/2022 0:00,Deposit,19942.89,119.06
101057,5220,2/14/2022 1:00,Withdrawal,34934.22,500.15
101058,6401,2/14/2022 2:00,Withdrawal,46925.41,400.27
101059,6289,2/14/2022 3:00,Withdrawal,27346.77,365.43
101060,5094,2/14/2022 4:00,Withdrawal,38535.8,745.8
101061,5261,2/14/2022 5:00,Deposit,4915.72,89.4
101062,5896,2/14/2022 6:00,Transfer,10952.32,121.22
101063,6094,2/14/2022 7:00,Payment,25355.52,237.65
101064,5218,2/14/2022 8:00,Withdrawal,1490.58,12.69
101065,5091,2/14/2022 9:00,Transfer,13016.32,169.05
101066,5126,2/14/2022 10:00,Withdrawal,26111.36,175.3
101067,5079,2/14/2022 11:00,Deposit,1240.58,16.42
101068,6261,2/14/2022 12:00,Deposit,13595.04,68.25
101069,5982,2/14/2022 13:00,Transfer,25944.53,255.75
101070,6395,2/14/2022 14:00,Transfer,28870.89,239.6
101071,5915,2/14/2022 15:00,Transfer,46324.71,906.49
101072,5485,2/14/2022 16:00,Deposit,32444.61,516.15
101073,5693,2/14/2022 17:00,Deposit,21029.42,215.44
101074,5024,2/14/2022 18:00,Payment,46552.38,297.59
101075,5155,2/14/2022 19:00,Transfer,39351.71,501.81
101076,5631,2/14/2022 20:00,Payment,10400.44,85.3
101077,6080,2/14/2022 21:00,Withdrawal,6976.7,91.02
101078,5018,2/14/2022 22:00,Payment,33952.68,595.21
101079,6407,2/14/2022 23:00,Withdrawal,28214.22,401.68
101080,6216,2/15/2022 0:00,Withdrawal,39588.84,574.31
101081,5236,2/15/2022 1:00,Payment,37070.85,486.2
101082,6410,2/15/2022 2:00,Transfer,31447.97,594.65
101083,6449,2/15/2022 3:00,Withdrawal,49325.92,936.13
101084,5276,2/15/2022 4:00,Transfer,26912.69,341.54
101085,6250,2/15/2022 5:00,Deposit,6098.73,58.46
101086,5744,2/15/2022 6:00,Withdrawal,41499.54,493.59
101087,5551,2/15/2022 7:00,Deposit,12966.74,101.12
101088,6346,2/15/2022 8:00,Payment,38976.46,566.92
101089,6176,2/15/2022 9:00,Transfer,47876.8,598.53
101090,5638,2/15/2022 10:00,Payment,34991.38,229.18
101091,5236,2/15/2022 11:00,Withdrawal,30003.49,238.97
101092,5997,2/15/2022 12:00,Deposit,23289.12,284
101093,5054,2/15/2022 13:00,Withdrawal,18538.29,339.51
101094,6459,2/15/2022 14:00,Payment,17973.74,242.57
101095,5683,2/15/2022 15:00,Transfer,32000.45,487.14
101096,5108,2/15/2022 16:00,Transfer,37688.02,380.1
101097,6207,2/15/2022 17:00,Withdrawal,34086.59,462.59
101098,6391,2/15/2022 18:00,Withdrawal,10321.3,120.87
101099,6221,2/15/2022 19:00,Deposit,24952.37,371.46
101100,6394,2/15/2022 20:00,Payment,39686.18,228.54
101101,5372,2/15/2022 21:00,Withdrawal,24047.35,298.18
101102,5972,2/15/2022 22:00,Deposit,27062.85,255.47
101103,5200,2/15/2022 23:00,Withdrawal,38671.23,382.57
101104,5848,2/16/2022 0:00,Transfer,33232.63,645.17
101105,5508,2/16/2022 1:00,Deposit,20762.57,160.71
101106,6345,2/16/2022 2:00,Deposit,44822.93,433.38
101107,5274,2/16/2022 3:00,Withdrawal,8547.07,108.11
101108,5210,2/16/2022 4:00,Payment,49778.06,893.29
101109,5503,2/16/2022 5:00,Transfer,6383.2,71.81
101110,6141,2/16/2022 6:00,Payment,1240.02,20.04
101111,5702,2/16/2022 7:00,Deposit,44555.94,795.13
101112,5041,2/16/2022 8:00,Payment,12625.2,121.84
101113,5314,2/16/2022 9:00,Deposit,36620.13,398.84
101114,5787,2/16/2022 10:00,Payment,40645.26,420.61
101115,5328,2/16/2022 11:00,Withdrawal,43019.83,752.54
101116,6040,2/16/2022 12:00,Payment,49583.91,280.9
101117,5282,2/16/2022 13:00,Deposit,15054.97,144.92
101118,5942,2/16/2022 14:00,Transfer,35657.05,541.67
101119,5257,2/16/2022 15:00,Transfer,6212.29,83.75
101120,5574,2/16/2022 16:00,Transfer,20637.06,238.24
101121,5573,2/16/2022 17:00,Deposit,42474.6,556.38
101122,5611,2/16/2022 18:00,Payment,18699.07,148.92
101123,6042,2/16/2022 19:00,Transfer,29759.22,341.06
101124,5836,2/16/2022 20:00,Transfer,25436.79,318.61
101125,5422,2/16/2022 21:00,Transfer,32474.6,601.36
101126,6489,2/16/2022 22:00,Withdrawal,48658.27,433.67
101127,6396,2/16/2022 23:00,Deposit,3258.91,58.72
101128,5757,2/17/2022 0:00,Deposit,28911.1,423.94
101129,5762,2/17/2022 1:00,Deposit,43219.92,229.29
101130,6104,2/17/2022 2:00,Deposit,24328.44,386.08
101131,5423,2/17/2022 3:00,Deposit,4387.1,24.28
101132,5428,2/17/2022 4:00,Withdrawal,28246.7,563.82
101133,6411,2/17/2022 5:00,Payment,16937.66,306.39
101134,5203,2/17/2022 6:00,Withdrawal,8169.62,77.29
101135,5195,2/17/2022 7:00,Transfer,42527.21,376.84
101136,5727,2/17/2022 8:00,Withdrawal,26319.18,282.18
101137,5284,2/17/2022 9:00,Deposit,46697.18,482.97
101138,5195,2/17/2022 10:00,Withdrawal,40397.82,427.61
101139,5306,2/17/2022 11:00,Deposit,34802.1,340.16
101140,5013,2/17/2022 12:00,Withdrawal,748.76,10.72
101141,6169,2/17/2022 13:00,Deposit,21677.26,161.8
101142,6080,2/17/2022 14:00,Transfer,10275.57,181.77
101143,5722,2/17/2022 15:00,Deposit,45584.5,783.42
101144,5779,2/17/2022 16:00,Withdrawal,9141.91,111.05
101145,6233,2/17/2022 17:00,Transfer,14659.97,260.81
101146,5528,2/17/2022 18:00,Withdrawal,26083.42,227.11
101147,5797,2/17/2022 19:00,Transfer,13536.5,71.25
101148,5343,2/17/2022 20:00,Payment,10888.3,155.57
101149,6302,2/17/2022 21:00,Payment,30155.42,357.9
101150,5208,2/17/2022 22:00,Payment,4902.01,66.21
101151,5640,2/17/2022 23:00,Withdrawal,3379.3,62.48
101152,6358,2/18/2022 0:00,Withdrawal,18926.14,369.98
101153,6311,2/18/2022 1:00,Transfer,36172.89,525.11
101154,5251,2/18/2022 2:00,Transfer,27962.93,460.29
101155,6288,2/18/2022 3:00,Transfer,21432.39,134.11
101156,5270,2/18/2022 4:00,Transfer,28504.7,211.24
101157,5919,2/18/2022 5:00,Deposit,18589.85,297.4
101158,5418,2/18/2022 6:00,Payment,46839.24,537.27
101159,5794,2/18/2022 7:00,Deposit,3217.79,37.61
101160,6234,2/18/2022 8:00,Deposit,33832.88,325.78
101161,6388,2/18/2022 9:00,Deposit,44618.49,629.58
101162,6099,2/18/2022 10:00,Deposit,40292.29,313.37
101163,6344,2/18/2022 11:00,Payment,9610.03,138.42
101164,5724,2/18/2022 12:00,Deposit,15148.35,115.23
101165,5432,2/18/2022 13:00,Transfer,35993.87,214.43
101166,5108,2/18/2022 14:00,Withdrawal,4671.39,46.51
101167,5640,2/18/2022 15:00,Transfer,40687.15,344.5
101168,6070,2/18/2022 16:00,Withdrawal,36085.89,661.63
101169,5378,2/18/2022 17:00,Transfer,36615.53,213.26
101170,6119,2/18/2022 18:00,Transfer,5461.95,41.78
101171,5957,2/18/2022 19:00,Withdrawal,36029.15,476.69
101172,5102,2/18/2022 20:00,Payment,34151,417.19
101173,5891,2/18/2022 21:00,Deposit,41630.66,236.79
101174,5853,2/18/2022 22:00,Transfer,2559,13.07
101175,6169,2/18/2022 23:00,Payment,1643.98,32.59
101176,6050,2/19/2022 0:00,Deposit,18963.85,282.23
101177,5529,2/19/2022 1:00,Payment,7865.02,82.43
101178,5678,2/19/2022 2:00,Payment,28140.03,339.27
101179,5988,2/19/2022 3:00,Deposit,45908.77,413.1
101180,6105,2/19/2022 4:00,Transfer,19878.25,202.22
101181,5427,2/19/2022 5:00,Payment,42325.04,623.69
101182,5821,2/19/2022 6:00,Transfer,511.92,9.34
101183,6185,2/19/2022 7:00,Transfer,8841.47,68.63
101184,5931,2/19/2022 8:00,Transfer,2005.97,35.32
101185,6425,2/19/2022 9:00,Deposit,16743.29,114.25
101186,6061,2/19/2022 10:00,Withdrawal,45455.38,373.87
101187,5510,2/19/2022 11:00,Transfer,5299.13,29.45
101188,5392,2/19/2022 12:00,Withdrawal,30517.28,217.04
101189,5712,2/19/2022 13:00,Withdrawal,22849.05,428.64
101190,5493,2/19/2022 14:00,Payment,46954.18,558.36
101191,6223,2/19/2022 15:00,Transfer,6564.7,40.47
101192,6278,2/19/2022 16:00,Transfer,10995.38,213.27
101193,6202,2/19/2022 17:00,Transfer,1962.33,35.68
101194,5546,2/19/2022 18:00,Withdrawal,21979.79,358.72
101195,5593,2/19/2022 19:00,Deposit,14252.73,270.83
101196,5388,2/19/2022 20:00,Withdrawal,43560.34,361.64
101197,6421,2/19/2022 21:00,Transfer,30444.57,534.17
101198,5157,2/19/2022 22:00,Transfer,30897.49,474.27
101199,6027,2/19/2022 23:00,Transfer,26829.58,484.18
101200,5166,2/20/2022 0:00,Withdrawal,5046.59,85.56
101201,6491,2/20/2022 1:00,Transfer,22528.42,229.73
101202,5959,2/20/2022 2:00,Payment,49975.51,830.39
101203,5408,2/20/2022 3:00,Transfer,41843.85,373.95
101204,6435,2/20/2022 4:00,Deposit,44726.22,444.08
101205,6227,2/20/2022 5:00,Payment,41249.7,273.01
101206,5193,2/20/2022 6:00,Transfer,5600.56,106.56
101207,5234,2/20/2022 7:00,Payment,11758.69,110.12
101208,5717,2/20/2022 8:00,Transfer,654.52,8.38
101209,6173,2/20/2022 9:00,Deposit,15523.75,168.74
101210,6182,2/20/2022 10:00,Transfer,5876.07,113.99
101211,6302,2/20/2022 11:00,Payment,23903.27,239.65
101212,5815,2/20/2022 12:00,Deposit,34017.81,567.36
101213,5403,2/20/2022 13:00,Withdrawal,43788.01,780.79
101214,5892,2/20/2022 14:00,Deposit,37586.25,433.52
101215,5677,2/20/2022 15:00,Deposit,46959.99,501.18
101216,6334,2/20/2022 16:00,Deposit,3167.97,51.37
101217,5067,2/20/2022 17:00,Payment,1102.9,20.62
101218,6486,2/20/2022 18:00,Deposit,33236.24,542.55
101219,5087,2/20/2022 19:00,Transfer,14822.94,124.61
101220,5216,2/20/2022 20:00,Deposit,13048.3,239.11
101221,5000,2/20/2022 21:00,Deposit,16878.91,182.52
101222,6158,2/20/2022 22:00,Transfer,13854.9,189.03
101223,6374,2/20/2022 23:00,Transfer,25816.1,451.05
101224,5139,2/21/2022 0:00,Withdrawal,22287.35,174.42
101225,5617,2/21/2022 1:00,Deposit,25865.21,433.7
101226,5132,2/21/2022 2:00,Payment,33799.32,471.25
101227,5177,2/21/2022 3:00,Deposit,19662.96,361.8
101228,5809,2/21/2022 4:00,Deposit,12939.73,98.08
101229,6381,2/21/2022 5:00,Transfer,8726.93,98.7
101230,5379,2/21/2022 6:00,Withdrawal,17798.97,311.35
101231,5907,2/21/2022 7:00,Deposit,37219.42,196.83
101232,5657,2/21/2022 8:00,Payment,37956.89,253.67
101233,5449,2/21/2022 9:00,Deposit,33511.82,665.49
101234,5585,2/21/2022 10:00,Payment,12084.39,111.25
101235,5462,2/21/2022 11:00,Transfer,29610.27,581.34
101236,5989,2/21/2022 12:00,Withdrawal,28749.14,222.46
101237,6131,2/21/2022 13:00,Deposit,24471.18,254.9
101238,5121,2/21/2022 14:00,Withdrawal,27723.96,451.71
101239,5016,2/21/2022 15:00,Deposit,24843.64,369.34
101240,6219,2/21/2022 16:00,Payment,28490.09,390.79
101241,5326,2/21/2022 17:00,Withdrawal,35917.54,465.08
101242,5317,2/21/2022 18:00,Deposit,5926.6,104.61
101243,5808,2/21/2022 19:00,Transfer,37606.47,320.57
101244,6275,2/21/2022 20:00,Payment,7226.36,84.09
101245,5502,2/21/2022 21:00,Withdrawal,3798.09,27.85
101246,5118,2/21/2022 22:00,Deposit,48815.94,680.45
101247,5709,2/21/2022 23:00,Withdrawal,47871.09,419.26
101248,5044,2/22/2022 0:00,Deposit,3491.61,34.94
101249,5313,2/22/2022 1:00,Payment,22441.05,270.84
101250,6202,2/22/2022 2:00,Transfer,9719.12,52.5
101251,5417,2/22/2022 3:00,Payment,24524.57,156.44
101252,5555,2/22/2022 4:00,Withdrawal,41593.77,635.92
101253,6101,2/22/2022 5:00,Withdrawal,47555.28,543.77
101254,5325,2/22/2022 6:00,Deposit,31895.51,573.22
101255,6380,2/22/2022 7:00,Payment,18018.33,277.84
101256,6439,2/22/2022 8:00,Deposit,30364.62,155.51
101257,5514,2/22/2022 9:00,Payment,15944.06,227.21
101258,5213,2/22/2022 10:00,Withdrawal,45536.27,291.7
101259,5073,2/22/2022 11:00,Deposit,43584.82,728.48
101260,5508,2/22/2022 12:00,Deposit,28132.47,559.07
101261,5331,2/22/2022 13:00,Payment,16577.55,214.98
101262,6116,2/22/2022 14:00,Transfer,15022.79,228.97
101263,5687,2/22/2022 15:00,Payment,2154.19,18.44
101264,5656,2/22/2022 16:00,Transfer,40883.13,472.77
101265,6292,2/22/2022 17:00,Payment,22793.97,406.68
101266,6399,2/22/2022 18:00,Withdrawal,16594.08,124.64
101267,6027,2/22/2022 19:00,Deposit,23819.96,213.98
101268,6161,2/22/2022 20:00,Payment,41027.53,479.26
101269,6254,2/22/2022 21:00,Withdrawal,6668.4,104.59
101270,5599,2/22/2022 22:00,Payment,42953.97,456.96
101271,6075,2/22/2022 23:00,Deposit,44926.69,849.83
101272,5324,2/23/2022 0:00,Payment,47362.04,303.92
101273,5991,2/23/2022 1:00,Transfer,20175.66,213.1
101274,5716,2/23/2022 2:00,Deposit,11248.45,175.86
101275,5722,2/23/2022 3:00,Transfer,18995.22,159.37
101276,5276,2/23/2022 4:00,Withdrawal,16979.15,252.08
101277,5535,2/23/2022 5:00,Withdrawal,9219.62,68.81
101278,5151,2/23/2022 6:00,Payment,30559.7,178.46
101279,5954,2/23/2022 7:00,Transfer,24092.9,164.2
101280,5258,2/23/2022 8:00,Transfer,43352.2,821.51
101281,5323,2/23/2022 9:00,Deposit,2089.42,27.74
101282,6016,2/23/2022 10:00,Transfer,32371.46,548.54
101283,5868,2/23/2022 11:00,Transfer,38265.97,382.27
101284,6191,2/23/2022 12:00,Deposit,38094.59,529.13
101285,5687,2/23/2022 13:00,Deposit,44360.66,551.15
101286,5309,2/23/2022 14:00,Transfer,36587.17,701.96
101287,5802,2/23/2022 15:00,Payment,46426.6,752.74
101288,6079,2/23/2022 16:00,Deposit,16966.5,270.75
101289,5619,2/23/2022 17:00,Deposit,25408.87,144.71
101290,5472,2/23/2022 18:00,Transfer,1196.94,15.85
101291,6319,2/23/2022 19:00,Transfer,844.4,10.14
101292,5460,2/23/2022 20:00,Deposit,12386.27,234.32
101293,6347,2/23/2022 21:00,Transfer,5489.96,48.64
101294,5813,2/23/2022 22:00,Deposit,13380.46,121.06
101295,5845,2/23/2022 23:00,Payment,9263.64,103.48
101296,6164,2/24/2022 0:00,Payment,1911.74,16.54
101297,5666,2/24/2022 1:00,Deposit,45510.56,315.74
101298,5261,2/24/2022 2:00,Deposit,907.05,16.2
101299,6443,2/24/2022 3:00,Withdrawal,36936.07,493.99
101300,6264,2/24/2022 4:00,Withdrawal,8031.32,143.92
101301,5354,2/24/2022 5:00,Transfer,45655.37,797.46
101302,5769,2/24/2022 6:00,Transfer,44693.4,412.55
101303,5179,2/24/2022 7:00,Deposit,32868.11,434.39
101304,5065,2/24/2022 8:00,Deposit,33775.59,211.04
101305,5819,2/24/2022 9:00,Withdrawal,764.29,14.31
101306,6371,2/24/2022 10:00,Withdrawal,49251.14,544.91
101307,5170,2/24/2022 11:00,Deposit,43952.71,479.31
101308,5473,2/24/2022 12:00,Payment,44807.76,427.53
101309,5533,2/24/2022 13:00,Payment,33132.6,394.61
101310,6390,2/24/2022 14:00,Transfer,17566.95,154.17
101311,6130,2/24/2022 15:00,Deposit,44735.61,475.22
101312,5438,2/24/2022 16:00,Deposit,14930.09,253.8
101313,5834,2/24/2022 17:00,Transfer,28354.22,496.59
101314,5226,2/24/2022 18:00,Withdrawal,5436.68,51.99
101315,6467,2/24/2022 19:00,Withdrawal,46136.8,555.27
101316,5441,2/24/2022 20:00,Payment,7468.14,135.23
101317,5395,2/24/2022 21:00,Deposit,11632.39,67.35
101318,5727,2/24/2022 22:00,Withdrawal,28127.64,515.78
101319,5083,2/24/2022 23:00,Payment,38322.6,317.61
101320,6036,2/25/2022 0:00,Payment,31157.89,472.92
101321,5692,2/25/2022 1:00,Payment,11990.63,164.73
101322,5492,2/25/2022 2:00,Withdrawal,546.68,7.27
101323,6291,2/25/2022 3:00,Withdrawal,37978.95,679.46
